222	раньше	рано	ADV	_	Degree=Cmp	_	_	_	@mr1989m-words#@mr1989m#2032.75#2033.084
223	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2033.084#2033.418
224	у	у	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2033.418#2033.752
225	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	@mr1989m-words#@mr1989m#2033.752#2034.086
226	были	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2034.086#2034.42
227	свои	свой	DET	_	Case=Nom|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2034.42#2034.754
228	фишечки	фишечка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2034.754#2035.088
229	которые	который	PRON	_	Case=Acc|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2035.088#2035.422
230	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mr1989m-words#@mr1989m#2035.422#2035.756
231	наработали	наработать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2035.756#2036.09
232	тысячелетиями	тысячелетие	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2036.09#2036.433
233	н...	на	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2036.995#2037.371
234	аа	аа	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2037.371#2037.747
235	на	на	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2037.747#2038.123
236	практике	практика	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2038.123#2038.499
237	у	у	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2038.499#2038.875
238	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	@mr1989m-words#@mr1989m#2038.875#2039.251
239	ааа	ааа	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2039.251#2039.631
240	#вздыхает#	#вздыхает#	X	_	_	_	_	_	@mr1989m-words#@mr1989m#2041.006#2041.344
241	с...	с..	X	_	_	_	_	_	@mr1989m-words#@mr1989m#2041.344#2041.682
242	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2041.682#2042.02
243	то	то	PRON	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2042.02#2042.358
244	чему	что	PRON	_	Case=Dat	_	_	_	@mr1989m-words#@mr1989m#2042.358#2042.696
245	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2042.696#2043.034
246	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mr1989m-words#@mr1989m#2043.034#2043.372
247	можем	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2043.372#2043.71
248	поучиться	учиться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@mr1989m-words#@mr1989m#2043.71#2044.048
249	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mr1989m-words#@mr1989m#2044.048#2044.386
250	оставили	оставить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2044.386#2044.724
251	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@mr1989m-words#@mr1989m#2044.724#2045.062
252	определённые	определённый	ADJ	_	Case=AccDegree=Pos|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2045.062#2045.4
253	намёки	намёка	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2045.4#2045.743
254	вот	вот	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2046.297#2046.698
255	ааа	ааа	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2046.698#2047.099
256	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2047.099#2047.5
257	у	у	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2047.5#2047.901
258	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	@mr1989m-words#@mr1989m#2047.901#2048.302
259	не	не	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2048.302#2048.703
260	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2048.703#2049.104
261	вот	вот	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2049.104#2049.505
262	этого	этот	DET	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2049.505#2049.906
263	информационного	информационный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2049.906#2050.307
264	шума	шум	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2050.307#2050.708
265	и	и	CCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2050.708#2051.109
266	вот	вот	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2051.109#2051.51
267	этих	этот	DET	_	Animacy=Inan|Case=Acc|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2051.51#2051.911
268	ыы	ыы	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2051.911#2052.312
269	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2052.312#2052.713
270	неестественных	неестественный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2052.713#2053.114
271	мегаполисов	мегаполис	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2053.114#2053.515
272	ааа	ааа	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2053.515#2053.916
273	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2053.916#2054.317
274	и	и	CCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2054.317#2054.734
275	в	в	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2055.306#2055.65
276	чём-то	что-то	PRON	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2055.65#2055.994
277	это	этот	PRON	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2055.994#2056.338
278	гармонично	гармоничный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@mr1989m-words#@mr1989m#2056.338#2056.682
279	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2056.682#2057.026
280	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2057.026#2057.37
281	в...	возвращаться	VERB	_	_	_	_	_	@mr1989m-words#@mr1989m#2057.37#2057.714
282	возвращаться	возвращаться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@mr1989m-words#@mr1989m#2057.714#2058.058
283	к...	к	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2058.058#2058.402
284	эээ	эээ	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2058.402#2058.746
285	так	так	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2058.746#2059.09
286	вот	вот	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2059.09#2059.434
287	жить	жить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2059.434#2059.778
288	в	в	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2059.778#2060.122
289	лесу	лес	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2060.122#2060.466
290	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2060.466#2060.81
291	обернувшись	обернуться	VERB	_	Aspect=Perf|Tense=Past|VerbForm=Conv|Voice=Mid	_	_	_	@mr1989m-words#@mr1989m#2060.81#2061.154
292	повязкой	повязка	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2061.154#2061.498
293	это	это	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2061.498#2061.842
294	тоже	тоже	ADV	_	_	_	_	_	@mr1989m-words#@mr1989m#2061.842#2062.186
295	как	как	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2062.186#2062.53
296	бы	бы	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2062.53#2062.874
297	неестественно	неестественно	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2062.874#2063.218
298	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2063.218#2063.566
299	ааа	ааа	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2064.238#2064.575
300	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mr1989m-words#@mr1989m#2064.575#2064.912
301	не	не	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2064.912#2065.249
302	скажу	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2065.249#2065.586
303	что	что	SCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2065.586#2065.923
304	гмм	гмм	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2065.923#2066.26
305	вот	вот	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2066.26#2066.597
306	щас	сейчас	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2066.597#2066.934
307	вернуться	вернуться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@mr1989m-words#@mr1989m#2066.934#2067.271
308	там	там	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2067.271#2067.608
309	как	как	ADV	_	_	_	_	_	@mr1989m-words#@mr1989m#2067.608#2067.945
310	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2067.945#2068.282
311	Герман	Герман	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2068.282#2068.619
312	Стерлигов	Стерлигов	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2068.619#2068.956
313	там	там	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2068.956#2069.293
314	#смеётся#	#смеётся#	X	_	_	_	_	_	@mr1989m-words#@mr1989m#2069.293#2069.63
315	на	на	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2069.63#2069.967
316	коне	конь	NOUN	_	Animacy=Anim|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2069.967#2070.304
317	ездить	ездить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2070.304#2070.641
318	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2070.641#2070.978
319	эээ	эээ	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2070.978#2071.315
320	вот	вот	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2071.315#2071.652
321	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mr1989m-words#@mr1989m#2071.652#2071.989
322	ээ	ээ	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2071.989#2072.326
323	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2072.326#2072.663
324	это	это	PRON	_	Animacy=Inan|Case=NomGender=Neut|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2072.663#2073.0
325	не	не	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2073.0#2073.337
326	так	так	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2073.337#2073.674
327	то...	тоже	ADV	_	_	_	_	_	@mr1989m-words#@mr1989m#2073.674#2074.011
328	тоже	тоже	ADV	_	_	_	_	_	@mr1989m-words#@mr1989m#2074.011#2074.348
329	не	не	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2074.348#2074.685
330	близко	близко	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2074.685#2075.022
331	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mr1989m-words#@mr1989m#2075.022#2075.359
332	скорее	скорее	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2075.359#2075.696
333	то	то	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2075.696#2076.033
334	что	что	SCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2076.033#2076.37
335	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2076.37#2076.707
336	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@mr1989m-words#@mr1989m#2076.707#2077.044
337	надо	надо	PRED	_	_	_	_	_	@mr1989m-words#@mr1989m#2077.044#2077.395
338	ну	ну	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2080.246#2080.462
339	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@mr1989m-words#@mr1989m#2080.462#2080.678
340	все	все	PRON	_	Animacy=Anim|Case=Nom	_	_	_	@mr1989m-words#@mr1989m#2080.678#2080.894
341	сочетаем	сочетать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2080.894#2081.11
342	по-разному	по-разному	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2081.675#2081.952
343	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2081.952#2082.229
344	да	да	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2082.229#2082.506
345	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2082.506#2082.783
346	но	но	CCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2082.783#2083.06
347	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2083.06#2083.337
348	ээ	ээ	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2083.337#2083.614
349	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mr1989m-words#@mr1989m#2083.614#2083.891
350	скорее	скорее	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2083.891#2084.168
351	к	к	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2084.168#2084.445
352	тому	то	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2084.445#2084.722
353	что	что	SCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2084.722#2085.0
354	к	к	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2086.786#2087.249
355	наследию	наследие	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2087.249#2087.713
356	древних	древний	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2088.537#2089.188
357	цивилизаций	цивилизация	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2089.188#2089.839
358	ааа	ааа	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2091.04#2091.449
359	можно	можно	PRED	_	_	_	_	_	@mr1989m-words#@mr1989m#2091.449#2091.858
360	относиться	относиться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@mr1989m-words#@mr1989m#2091.858#2092.267
361	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2092.267#2092.676
362	почтительно	почтительно	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2092.676#2093.085
363	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2093.085#2093.494
364	и	и	CCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2093.494#2093.903
365	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2093.903#2094.312
366	изучать	изучать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2094.312#2094.721
367	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@mr1989m-words#@mr1989m#2094.721#2095.139
368	потому	потому	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2095.813#2096.117
369	что	что	SCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2096.117#2096.421
370	ээ	ээ	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2096.421#2096.726
371	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@mr1989m-words#@mr1989m#2097.478#2097.732
372	думал	думать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2097.732#2097.986
373	об	о	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2097.986#2098.24
374	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2098.24#2098.494
375	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2098.494#2098.748
376	что	что	SCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2098.748#2099.002
377	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2099.002#2099.256
378	вот	вот	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2099.256#2099.51
379	эта	этот	DET	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2099.51#2099.764
380	человеческая	человеческий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2099.764#2100.018
381	культура	культура	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2100.018#2100.272
382	которая	который	PRON	_	Case=Nom	_	_	_	@mr1989m-words#@mr1989m#2100.272#2100.526
383	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2100.526#2100.784
384	молодёжь	молодёжь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2101.476#2101.785
385	эээ	эээ	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2101.785#2102.094
386	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2102.094#2102.403
387	у	у	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2102.403#2102.712
388	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	@mr1989m-words#@mr1989m#2102.712#2103.021
389	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2103.021#2103.33
390	доступ	доступ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2103.33#2103.639
391	к	к	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2103.639#2103.948
392	интернету	интернет	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2103.948#2104.257
393	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2104.257#2104.566
394	но	но	CCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2104.566#2104.875
395	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mr1989m-words#@mr1989m#2104.875#2105.184
396	смотрят	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2105.184#2105.493
397	только	только	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2105.493#2105.802
398	верхушку	верхушка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2105.802#2106.111
399	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2106.111#2106.42
400	пенку	пенка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2106.42#2106.729
401	самую	самый	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2106.729#2107.04
402	а	а	CCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2107.523#2107.86
403	чтобы	чтобы	SCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2107.86#2108.197
404	понять	понять	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2108.197#2108.534
405	закономерности	закономерность	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2108.534#2108.871
406	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2108.871#2109.208
407	чтобы	чтобы	SCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2109.208#2109.545
408	получить	получить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2109.545#2109.887
409	опыт	опыт	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2110.469#2111.022
410	человеческой	человеческий	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2111.022#2111.575
411	цивилизации	цивилизация	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2111.575#2112.128
412	сполна	сполна	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2112.128#2112.684
413	нужно	нужно	PRED	_	_	_	_	_	@mr1989m-words#@mr1989m#2113.299#2113.678
414	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2113.678#2114.057
415	эту	этот	DET	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2114.057#2114.436
416	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2114.436#2114.815
417	человеческую	человеческий	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2114.815#2115.194
418	культуру	культура	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2115.194#2115.573
419	ааа	ааа	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2116.668#2117.286
420	изучить	изучать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2118.42#2118.653
421	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2118.653#2118.886
422	полностью	полностью	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2118.886#2119.119
423	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2119.119#2119.352
424	корни	корень	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2119.352#2119.585
425	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2119.585#2119.818
426	от	от	ADP	_	_	_	_	_	@mr1989m-words#@mr1989m#2119.818#2120.051
427	чего	что	PRON	_	Case=Gen	_	_	_	@mr1989m-words#@mr1989m#2120.051#2120.284
428	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2120.284#2120.517
429	возникло	возникнуть	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2120.517#2120.75
430	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2120.75#2120.983
431	как	как	ADV	_	_	_	_	_	@mr1989m-words#@mr1989m#2120.983#2121.216
432	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@mr1989m-words#@mr1989m#2121.216#2121.449
433	изменилось	измениться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mr1989m-words#@mr1989m#2121.449#2121.682
434	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2121.682#2121.915
435	какие	какой	PRON	_	Case=Nom|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2121.915#2122.148
436	закономерности	закономерность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2122.148#2122.381
437	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@mr1989m-words#@mr1989m#2122.381#2122.614
438	какие...	какие	PROPN	_	_	_	_	_	@mr1989m-words#@mr1989m#2122.614#2122.847
439	а	а	CCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2122.847#2123.08
440	потому	потому	ADV	_	Degree=Pos	_	_	_	@mr1989m-words#@mr1989m#2123.08#2123.313
441	что	что	SCONJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2123.313#2123.546
442	ну	ну	INTJ	_	_	_	_	_	@mr1989m-words#@mr1989m#2123.546#2123.779
443	/	/	PUNCT	_	_	_	_	_	@mr1989m-words#@mr1989m#2123.779#2124.012
444	те	тот	DET	_	Animacy=Anim|Case=Nom|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2124.012#2124.245
445	же	же	PART	_	_	_	_	_	@mr1989m-words#@mr1989m#2124.245#2124.478
446	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@mr1989m-words#@mr1989m#2124.478#2124.711
447	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@mr1989m-words#@mr1989m#2124.711#2124.944
448	ста...	сталкивались	VERB	_	_	_	_	_	@mr1989m-words#@mr1989m#2124.944#2125.177
449	сталкивались	сталкиваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@mr1989m-words#@mr1989m#2125.177#2125.41
